KOI_Name,Exoplanet_Archive_Disposition,Orbital_Period_[days],Transit_Epoch_[BKJD],Impact_Parameter,Transit_Duration_[hrs],Transit_Depth_[ppm],Planetary_Radius_[Earth_radii],Equilibrium_Temperature_[K],Insolation_Flux_[Earth_flux],Transit_Signal-to-Noise,Stellar_Effective_Temperature_[K],Stellar_Surface_Gravity_[log10(cm/s**2)],Stellar_Radius_[Solar_radii],RA_[decimal_degrees],Dec_[decimal_degrees],Kepler-band_[mag]
K05505.01,FALSE POSITIVE,323.77153,191.0744,0.083,17.57,353.7,1.44,216.0,0.52,10.6,5196.0,4.586,0.784,285.75095,44.356979,14.458
K05507.01,FALSE POSITIVE,40.0389613,156.35794,0.3619,1.711,109.4,0.95,517.0,16.85,5.7,5701.0,4.437,0.903,285.79947,44.34819,13.699
K05508.01,FALSE POSITIVE,22.571972634,145.0344991,1.056,4.00349,79326.0,46.14,617.0,34.24,1040.1,5645.0,4.431,0.871,291.59738,44.398521,15.45
K05510.01,FALSE POSITIVE,1.018861199,132.07252,0.358,6.5005,291210.0,93.47,2505.0,9299.2,911.3,6225.0,4.009,1.672,296.90295,44.351231,14.039
K05630.01,FALSE POSITIVE,80.519237,164.0077,0.102,4.044,92.5,1.08,476.0,12.11,7.2,6251.0,4.378,1.119,293.75519,45.500839,12.725
K05631.01,FALSE POSITIVE,149.356804,278.1387,0.1627,15.415,171.6,2.92,560.0,23.18,14.0,6569.0,3.842,2.203,295.4079,45.535233,13.825
K05636.01,FALSE POSITIVE,2.79123954,131.94858,0.709,2.843,154.8,2.22,1771.0,2322.96,25.3,6407.0,4.111,1.668,300.11902,45.510349,13.116
K05757.01,FALSE POSITIVE,44.637111,157.2998,0.029,5.868,282.5,1.28,432.0,8.22,9.4,5222.0,4.518,0.78,296.36893,46.957821,15.292
K05760.01,FALSE POSITIVE,365.620697,238.984,0.4173,32.263,27188.0,12.75,215.0,0.5,671.1,5273.0,4.531,0.768,291.62619,47.08123,14.622
K05763.01,FALSE POSITIVE,191.272501,293.2441,0.504,3.064,286.5,1.59,310.0,2.18,5.8,5727.0,4.43,0.918,299.02518,47.079071,13.955
K05386.01,FALSE POSITIVE,575.42002,369.5923,0.1538,17.22,401.7,1.91,225.0,0.61,11.7,6025.0,4.448,0.949,297.88852,42.993031,14.693
K05391.01,FALSE POSITIVE,368.72715,434.378,0.3411,5.06,426.6,1.55,215.0,0.51,6.4,5401.0,4.569,0.749,295.06079,43.058811,14.598
K05513.01,FALSE POSITIVE,100.303613,176.75827,0.388,10.578,488040.0,78.77,421.0,7.41,354.7,6060.0,4.397,1.046,284.52087,44.455078,17.908
K05516.01,FALSE POSITIVE,0.83620025,131.91663,0.56,3.7127,331280.0,65.64,1932.0,3299.29,145.4,5780.0,4.438,1.0,292.30594,44.459366,20.003
K05641.01,FALSE POSITIVE,616.34132,154.168,0.28,12.724,1287.0,2.11,131.0,0.07,12.5,4197.0,4.659,0.588,291.03244,45.64106,15.894
K05765.01,FALSE POSITIVE,390.40832,265.436,0.0407,7.916,251.9,0.63,115.0,0.04,8.5,3659.0,4.858,0.4,287.42953,47.127609,13.974
K05766.01,FALSE POSITIVE,191.528018,260.9129,0.0258,2.342,171.8,1.32,334.0,2.95,6.4,6054.0,4.416,1.009,288.3555,47.106468,13.337
K05767.01,FALSE POSITIVE,386.59946,221.2945,0.2307,3.305,380.7,1.89,259.0,1.06,5.8,6137.0,4.487,0.963,288.50931,47.120701,14.79
K05768.01,FALSE POSITIVE,15.4032765,137.9906,0.623,3.246,253.0,1.32,626.0,36.41,9.2,5272.0,4.508,0.799,291.90961,47.174339,15.555
K05770.01,FALSE POSITIVE,61.0011095,144.84614,0.7091,1.049,408.0,2.55,536.0,19.57,4.6,6418.0,4.395,1.171,297.72064,47.134892,15.227
K05771.01,FALSE POSITIVE,198.232389,294.73515,0.0297,1.919,416.4,2.28,352.0,3.64,5.7,6263.0,4.382,1.113,298.49445,47.187271,13.991
K05392.01,FALSE POSITIVE,0.66062715,131.8646,1.208,4.56,248.5,26.13,2327.0,6966.29,7.8,6322.0,4.426,1.075,295.57947,43.06356,14.162
K05394.01,FALSE POSITIVE,456.5734,228.3838,0.1768,5.465,397.5,7.88,413.0,6.88,7.6,5002.0,3.216,4.042,297.68704,43.060162,13.731
K05395.01,FALSE POSITIVE,601.13797,226.686,0.057,15.26,172.8,1.81,254.0,0.99,9.9,5786.0,4.155,1.388,287.96262,43.132195,13.17
K05396.01,FALSE POSITIVE,344.06248,451.4323,0.935,15.6,136.3,5.26,589.0,28.42,17.7,7664.0,3.611,3.697,294.80457,43.138699,11.566
K05399.01,FALSE POSITIVE,466.90824,136.3731,0.0868,2.64,660.0,2.19,210.0,0.46,5.4,5340.0,4.456,0.867,297.65436,43.178551,15.202
K05519.01,FALSE POSITIVE,361.30991,469.7513,0.0802,12.968,275.6,7.07,422.0,7.5,10.6,4911.0,3.354,4.419,295.94467,44.445938,13.851
K05520.01,FALSE POSITIVE,199.4424134,240.8521,1.1877,7.2533,32172.0,56.11,344.0,3.32,486.4,5869.0,4.288,1.17,281.76312,44.57719,14.372
K05521.01,FALSE POSITIVE,31.59115876,162.501885,1.247,2.6431,1434.4,72.91,783.0,88.84,83.5,5178.0,3.714,2.295,285.0004,44.544991,13.687
K05522.01,FALSE POSITIVE,356.99135,235.7367,0.2437,17.03,747.8,2.47,240.0,0.78,13.8,5539.0,4.467,0.913,286.11569,44.592941,15.684
K05523.01,FALSE POSITIVE,96.120478,166.9531,0.5381,1.125,285.4,2.08,460.0,10.62,6.0,6038.0,4.245,1.186,288.92505,44.53577,13.917
K05524.01,FALSE POSITIVE,9.63647672,134.93429,0.046,2.999,47.6,2.02,1243.0,565.04,11.1,5125.0,3.631,3.007,291.80365,44.534592,12.162
K05525.01,FALSE POSITIVE,45.680876,142.3574,0.206,2.293,350.3,14.5,1215.0,514.91,3.7,4835.0,2.608,7.917,293.66245,44.527512,13.409
K05526.01,FALSE POSITIVE,43.169798,159.086,0.5639,9.686,120.8,1.47,615.0,33.77,6.9,5929.0,4.176,1.292,295.5806,44.568977,13.158
K05904.01,FALSE POSITIVE,322.544807,267.9262,0.0183,11.236,88.0,0.68,219.0,0.55,12.1,5359.0,4.611,0.741,296.71918,49.35994,11.697
K05906.01,FALSE POSITIVE,22.57494749,149.09617,1.271,36.756,1344.1,49.49,860.0,129.25,302.6,6581.0,4.192,1.468,291.64651,49.493408,11.612
K05908.01,FALSE POSITIVE,85.5692223,188.06607,0.98,4.954,539.2,6.85,536.0,19.51,18.2,5361.0,3.856,1.951,294.7627,49.430069,13.982
K05914.01,FALSE POSITIVE,422.255426,160.6562,0.3769,4.974,1935.0,5.09,277.0,1.39,17.4,6273.0,4.364,1.139,285.36389,49.629608,15.17
K05920.01,FALSE POSITIVE,471.39698,247.0802,0.3379,10.714,329.9,1.87,265.0,1.16,13.1,6587.0,4.463,1.008,287.65161,49.686501,13.731
K05927.01,FALSE POSITIVE,436.42852,452.2705,0.3772,13.8,163.9,1.26,245.0,0.86,9.2,5997.0,4.466,0.971,287.29846,49.703049,13.298
K05944.01,FALSE POSITIVE,64.713168094,171.3677102,0.573,5.69869,312970.0,62.03,482.0,12.8,3582.5,6175.0,4.44,0.974,296.70383,50.281551,13.882
K05947.01,FALSE POSITIVE,1.036592136,132.089545,1.25,2.296,2118.2,293.01,4194.0,73013.77,150.6,4884.0,2.737,8.747,294.36172,50.307598,11.449
K05957.01,FALSE POSITIVE,371.54879,183.5693,0.6743,9.841,125.6,1.13,230.0,0.66,10.1,5225.0,4.41,0.954,289.96442,50.791859,12.235
K05958.01,FALSE POSITIVE,226.499243,131.6622,0.266,1.328,127.4,0.89,245.0,0.86,4.7,5093.0,4.525,0.798,294.52161,50.795456,12.059
K05962.01,FALSE POSITIVE,2.61594288,132.415,0.711,6.45,72.1,0.92,1370.0,831.27,13.4,6063.0,4.476,1.012,291.20724,50.91663,15.367
K05963.01,FALSE POSITIVE,1.686009643,133.060575,0.566,1.1818,390.4,1.81,1442.0,1024.99,48.5,5783.0,4.539,0.88,295.12543,50.906052,14.391
K05844.01,FALSE POSITIVE,344.961485,208.2266,0.3073,3.023,427.9,1.61,230.0,0.66,6.2,5481.0,4.51,0.775,285.86667,48.407742,15.023
K05969.01,FALSE POSITIVE,163.820347,232.6163,0.2012,1.331,1196.0,2.59,251.0,0.93,7.0,4822.0,4.594,0.771,290.1449,51.25771,15.001
K05970.01,FALSE POSITIVE,151.577009,194.7958,0.0653,2.59,467.9,3.67,502.0,14.96,9.3,6854.0,4.106,1.674,295.91843,51.250118,13.965
K05856.01,CONFIRMED,259.34304,165.6794,0.447,16.04,349.7,6.04,449.0,9.65,13.1,5490.0,3.629,3.204,295.48242,48.524441,14.759
K05858.01,FALSE POSITIVE,8.34410791,136.54528,0.546,1.606,255.2,1.75,993.0,229.93,9.9,6321.0,4.434,1.058,298.75833,48.59779,15.067
K05976.01,FALSE POSITIVE,2.709570339,134.084891,1.238,5.57527,13171.0,223.75,2427.0,8211.89,900.9,5030.0,3.18,5.208,289.70395,51.714401,13.368
K05980.01,FALSE POSITIVE,0.855294909,131.6579596,1.269,2.89112,6771.6,49.03,2137.0,4916.23,870.3,5846.0,4.27,1.207,290.26956,51.916302,13.683
K05981.01,FALSE POSITIVE,350.609298,163.1091,0.0409,1.621,369.5,3.88,405.0,6.37,3.6,6658.0,3.934,1.992,290.38977,52.171055,13.329
K05861.01,FALSE POSITIVE,452.40428,189.0844,0.6038,17.2,216.7,1.58,256.0,1.01,8.2,6195.0,4.437,1.029,285.72473,48.607632,13.752
K05862.01,FALSE POSITIVE,0.699985822,131.840533,0.28,3.02633,389430.0,46.27,1653.0,1761.47,626.9,5264.0,4.617,0.724,287.57657,48.679379,15.667
K05865.01,FALSE POSITIVE,35.8726918,131.5668,0.963,4.402,916.3,62.51,1670.0,1837.31,24.6,5254.0,2.494,15.369,294.86819,48.649578,13.375
K05875.01,CONFIRMED,9.8788502,134.3829,0.732,2.951,454.7,2.64,1003.0,238.98,13.4,6477.0,4.361,1.148,283.06863,48.802078,14.496
K05884.01,FALSE POSITIVE,588.63759,246.525,0.3978,3.84,322.1,1.52,185.0,0.28,7.4,5135.0,4.479,0.849,285.33615,49.190769,13.714
K05887.01,FALSE POSITIVE,9.8338474,132.5363,0.733,14.585,57.6,0.98,946.0,188.78,23.8,5929.0,4.308,1.202,286.83151,49.18824,12.792
K05894.01,FALSE POSITIVE,1.080695116,131.86822,0.62,7.449,312770.0,155.22,3344.0,29671.05,198.8,7796.0,3.937,2.34,291.297,49.244469,14.355
K06181.01,FALSE POSITIVE,24.0733775,141.13539,0.914,19.612,1325.7,27.78,1263.0,601.46,76.9,4647.0,2.843,6.055,298.75,44.57254,11.43
K03479.02,FALSE POSITIVE,1.71029474,131.61307,0.825,2.946,158.9,1.04,1267.0,610.77,14.5,5365.0,4.586,0.729,292.72137,41.904919,14.658
K03503.02,CONFIRMED,31.8245304,144.5289,0.681,4.17,79.0,0.8,589.0,28.37,7.7,6338.0,4.545,0.847,293.15085,41.729252,13.827
K05982.01,FALSE POSITIVE,1.838514245,132.101259,0.947,3.2601,118960.0,57.6,1572.0,1447.16,470.0,5799.0,4.326,1.055,292.89972,37.659309,13.925
K05983.01,FALSE POSITIVE,8.412008943,139.6485198,0.539,5.41096,136110.0,50.83,1100.0,345.76,5696.2,6247.0,4.225,1.314,291.8497,37.738621,13.551
K05984.01,FALSE POSITIVE,3.912679136,133.4288498,23.127,3.556,291510.0,1794.2,1018.0,253.12,1229.9,5616.0,4.553,0.72,293.01654,38.318451,14.756
K05985.01,FALSE POSITIVE,7.544804312,137.11963,1.266,8.2678,6501.7,63.99,1233.0,546.03,587.2,5953.0,3.984,1.609,292.77972,38.448551,12.92
K06094.01,FALSE POSITIVE,2.283466438,132.34883,0.457,7.7999,864260.0,218.79,2014.0,3883.24,1103.1,6723.0,4.089,1.719,291.74445,37.591019,14.312
K06095.01,FALSE POSITIVE,0.692807507,131.88094,1.196,1.49242,25338.0,46.44,2057.0,4211.9,260.9,5780.0,4.438,1.0,290.04553,37.939384,15.726
K06096.01,FALSE POSITIVE,17.279290765,135.2741342,0.496,5.07591,164310.0,27.66,556.0,22.63,2841.5,5251.0,4.623,0.658,292.9306,37.96442,15.16
K06183.01,FALSE POSITIVE,4.326946311,132.1921929,0.482,5.55905,409030.0,106.99,1481.0,1137.15,4247.8,6231.0,4.078,1.501,301.16916,44.645962,13.253
K06184.01,FALSE POSITIVE,527.29093,209.218,0.2371,14.305,200.8,1.3,216.0,0.51,16.0,5671.0,4.466,0.919,286.85727,44.766392,12.796
K06185.01,FALSE POSITIVE,168.858303,237.5792,0.0436,12.964,119.1,2.41,526.0,18.16,9.7,6608.0,3.907,2.189,298.54065,44.767578,13.409
K06186.01,CONFIRMED,5.34264143,134.38122,0.021,2.453,691.3,1.72,799.0,96.47,19.9,5101.0,4.63,0.67,300.431,44.751015,13.116
K06187.01,FALSE POSITIVE,19.38444245,137.214882,0.203,20.5899,3372.0,28.3,1185.0,466.04,685.3,4968.0,3.291,5.026,296.66501,44.853069,11.98
K06189.01,FALSE POSITIVE,2.179924994,132.1293516,0.711,4.87581,253150.0,60.99,1448.0,1040.63,4541.1,6106.0,4.487,0.966,293.68591,45.238609,13.96
K06190.01,FALSE POSITIVE,10.135401047,132.3238999,0.704,5.6831,256060.0,89.16,1035.0,270.76,4311.3,5895.0,4.103,1.415,300.93588,45.205688,13.92
K03748.02,FALSE POSITIVE,2.02487934,131.9026,0.3797,1.621,145.8,1.0,1284.0,643.17,7.7,5440.0,4.496,0.825,287.16849,39.379581,14.808
K03954.02,CONFIRMED,5.71668787,136.32274,0.616,1.97,431.7,1.92,955.0,196.51,11.8,5638.0,4.488,0.883,292.39539,43.869068,15.665
K00520.04,CONFIRMED,51.1658019,172.30921,0.817,4.637,259.2,1.51,398.0,5.96,12.2,4963.0,4.501,0.826,294.66797,43.85326,14.55
K03956.02,FALSE POSITIVE,12.4249559,141.5823,0.174,16.332,110.4,0.88,703.0,57.8,17.6,5524.0,4.54,0.847,297.55859,40.63467,14.72
K04000.02,FALSE POSITIVE,12.427135,141.4159,0.011,12.81,32.5,1.05,1143.0,403.8,4.2,6561.0,4.054,1.821,297.72037,40.6502,13.306
K05986.01,FALSE POSITIVE,1.946198513,132.314091,0.249,4.0336,130720.0,52.58,1853.0,2779.44,902.8,6224.0,4.165,1.433,287.03967,38.640308,13.993
K05988.01,FALSE POSITIVE,30.4838006,149.8133,1.222,2.6,18441.0,23.87,315.0,2.32,9.4,3857.0,4.717,0.531,285.05515,38.985008,15.021
K05989.01,FALSE POSITIVE,5.7584367,135.11279,0.101,2.587,736.6,66.22,3389.0,31195.25,26.8,4754.0,2.194,25.287,291.98096,38.97118,13.819
K05990.01,FALSE POSITIVE,25.9522913,154.8689,0.142,10.977,557.8,2.03,567.0,24.49,14.0,5692.0,4.547,0.866,293.70291,38.956291,15.999
K05991.01,FALSE POSITIVE,8.58599537,136.21367,0.316,2.4078,818.0,39.03,2319.0,6831.52,36.9,4805.0,2.605,13.941,296.03302,38.936691,11.598
K05992.01,FALSE POSITIVE,9.892240848,136.693856,1.28,4.1774,5283.2,40.38,907.0,160.25,314.0,6225.0,4.461,1.009,295.69324,39.006538,13.664
K06098.01,FALSE POSITIVE,1.129848432,131.789871,1.042,2.07578,4658.5,120.13,3553.0,37690.9,490.6,4846.0,2.984,7.102,293.1304,38.127789,13.8
K06099.01,FALSE POSITIVE,7.244778994,131.8598491,0.522,3.3873,99147.0,25.68,818.0,105.76,1761.4,5530.0,4.586,0.788,294.48996,38.199619,13.926
K06100.01,FALSE POSITIVE,0.730964241,132.19448,0.459,2.483,44.0,0.99,2467.0,8801.05,28.7,5929.0,4.152,1.463,289.81143,38.324951,13.036
K06101.01,FALSE POSITIVE,17.734020239,143.9226707,0.837,7.27595,186680.0,93.52,892.0,149.48,2905.9,5883.0,4.04,1.554,290.25485,38.34166,12.553
K06192.01,FALSE POSITIVE,0.829019343,131.46667,0.72,4.8401,278260.0,90.08,2492.0,9089.67,631.1,6645.0,4.271,1.328,296.03485,45.490822,14.661
K06193.01,FALSE POSITIVE,1.1080999,131.7222,0.525,3.3542,380930.0,124.19,2212.0,5632.6,155.4,5299.0,3.865,1.769,300.95703,45.449188,14.305
K06194.02,FALSE POSITIVE,215.778765,180.324,0.7163,3.737,377.6,14.71,610.0,32.65,5.8,4902.0,3.042,7.056,287.84042,45.599751,12.057
K04032.03,CONFIRMED,5.99273265,131.75079,0.505,2.6502,69.8,0.91,1010.0,245.32,19.2,5574.0,4.354,1.065,285.72849,42.65453,12.639
K04032.04,CONFIRMED,5.10110666,132.42955,0.083,2.657,65.1,0.85,1065.0,304.8,19.5,5574.0,4.354,1.065,285.72849,42.65453,12.639
K04046.02,FALSE POSITIVE,94.22498,196.1757,0.801,22.445,346.3,1.84,387.0,5.28,15.5,5880.0,4.525,0.893,289.71487,39.283871,15.534
K04131.02,FALSE POSITIVE,241.0122,263.077,0.4046,1.19,216.1,4.41,600.0,30.56,4.1,7843.0,3.829,2.909,293.71811,41.430939,13.205
K04181.02,FALSE POSITIVE,164.689421,287.2483,0.5312,1.847,521.0,2.24,340.0,3.15,4.6,6089.0,4.495,0.95,295.19983,46.731731,15.377
K05993.01,FALSE POSITIVE,4.264729569,135.198495,0.924,2.2075,22672.0,29.95,1428.0,983.86,201.6,6052.0,4.084,1.417,285.14496,39.186989,12.873
K05994.01,FALSE POSITIVE,4.804469712,136.0047256,0.567,3.51946,132620.0,30.97,958.0,198.67,1177.8,5561.0,4.558,0.809,289.31421,39.131359,14.654
K05995.01,FALSE POSITIVE,6.150529292,132.522141,1.236,4.4562,2417.1,49.79,1421.0,964.26,301.4,6691.0,4.084,1.565,294.68643,39.396561,13.303
K05996.01,FALSE POSITIVE,4.944927575,131.61124,1.215,3.4648,1028.7,19.43,728.0,66.56,62.5,4428.0,4.59,0.701,293.73715,39.825859,14.928
K05997.01,FALSE POSITIVE,4.442517008,133.608114,0.936,2.43922,25342.0,26.08,1258.0,593.85,396.2,6316.0,4.387,1.119,288.47214,40.087662,11.297
K05998.01,FALSE POSITIVE,62.7356439,152.22026,0.73,10.7925,243700.0,90.12,590.0,28.65,1115.3,6211.0,4.127,1.44,297.95358,40.153252,14.27
K05999.01,FALSE POSITIVE,7.035518449,137.950087,1.268,3.5286,2139.0,24.91,782.0,88.6,91.5,5288.0,4.566,0.71,284.04843,40.408539,14.884
K07860.01,FALSE POSITIVE,0.579516759,132.00256,0.638,1.342,27.0,0.6,2484.0,8953.61,9.8,6339.0,4.387,1.102,294.41693,43.799587,13.559
K06104.01,FALSE POSITIVE,16.2480865,143.96708,0.928,8.232,438.7,2.38,704.0,58.1,21.1,5729.0,4.436,0.923,295.05994,38.855911,14.708
K06104.02,FALSE POSITIVE,466.9407,244.7508,0.2921,30.56,979.2,2.9,230.0,0.66,13.7,5729.0,4.436,0.923,295.05994,38.855911,14.708
K06105.01,FALSE POSITIVE,289.788624,370.8039,0.6187,2.857,473.9,5.51,537.0,19.6,6.6,8057.0,3.946,2.407,295.32828,38.8475,10.924
K06107.01,FALSE POSITIVE,2.873657901,132.5847,1.13,2.1054,43895.0,110.29,1830.0,2645.12,65.6,5692.0,3.829,2.287,284.62463,39.17878,12.702
K06196.01,FALSE POSITIVE,1.680425996,132.33173,0.646,5.4548,277250.0,102.31,2203.0,5564.77,440.1,6844.0,4.145,1.629,292.57278,45.757729,14.11
K06198.01,FALSE POSITIVE,20.686460198,133.8900931,0.002,37.7424,136150.0,184.22,1210.0,506.27,1656.7,4809.0,3.106,5.145,295.90674,45.724098,13.957
K06199.01,FALSE POSITIVE,131.68018,229.6497,0.1224,14.73,2067.0,5.96,444.0,9.15,9.2,6468.0,4.288,1.302,299.77258,45.778999,12.714
K06200.01,FALSE POSITIVE,200.762693,308.7451,42.778,2.215,1920.0,15056.9,692.0,54.06,5.5,7981.0,3.716,3.298,299.79901,45.735371,12.377
K06201.01,FALSE POSITIVE,1.123258617,132.02671,0.513,4.27355,377580.0,150.94,3215.0,25226.88,779.2,7945.0,4.023,2.17,292.43274,45.853409,15.01
K04323.02,FALSE POSITIVE,12.4250319,141.4868672,0.777,1.4446,29.5,0.89,1030.0,266.45,2.7,6290.0,4.133,1.506,297.58194,40.5313,13.582
K04385.02,CONFIRMED,386.370512,452.874,0.01,11.007,1336.4,2.96,209.0,0.45,13.1,5119.0,4.508,0.834,291.39938,38.78775,15.825
K06000.01,FALSE POSITIVE,12.4297161,141.2846,0.293,15.078,192.7,1.26,742.0,71.78,13.3,5754.0,4.534,0.905,297.52072,40.585419,15.842
K06001.01,FALSE POSITIVE,12.4288476,141.2012,0.031,16.43,165.4,1.12,725.0,65.27,15.2,5595.0,4.513,0.886,297.52277,40.581341,15.47
K06002.01,FALSE POSITIVE,12.4258252,141.5229,0.689,21.841,130.2,1.27,822.0,108.1,30.0,5968.0,4.426,1.048,297.55103,40.557388,14.332
K07872.01,FALSE POSITIVE,153.725848,284.07258,1.255,117.52,5257.7,259.36,734.0,68.48,302.3,4794.0,2.781,6.816,280.77213,44.18874,11.167
K06003.01,FALSE POSITIVE,12.4257907,141.5345,0.384,19.859,340.1,1.27,589.0,28.51,28.2,4873.0,4.586,0.693,297.6044,40.53286,15.71
K06004.01,FALSE POSITIVE,12.4253356,141.58,0.966,27.49,374.4,2.02,683.0,51.57,35.4,5442.0,4.541,0.783,297.61758,40.506771,15.539
K06005.01,FALSE POSITIVE,12.4254201,141.5458,0.428,18.56,144.5,0.84,659.0,44.57,24.9,5571.0,4.643,0.691,297.66727,40.51413,14.667
K06006.01,FALSE POSITIVE,12.424995,141.5904,0.746,20.282,51.5,2.06,1293.0,660.61,21.4,6098.0,3.707,2.657,297.75357,40.55262,13.262
K06007.01,FALSE POSITIVE,12.4227918,141.7972,0.979,27.29,202.6,1.44,634.0,38.29,15.5,5279.0,4.62,0.72,297.5343,40.653389,15.955
K06109.01,FALSE POSITIVE,22.913446297,140.6466918,0.709,4.11699,251840.0,81.61,811.0,102.27,6512.7,6621.0,4.294,1.297,287.83334,39.221272,11.856
K06109.02,FALSE POSITIVE,10.0046881,136.47719,0.0164,2.389,50.6,1.9,1466.0,1091.58,8.3,6620.0,3.779,2.641,287.83334,39.221272,11.856
K06110.01,FALSE POSITIVE,8.65315602,136.64735,0.049,2.627,417.5,1.37,643.0,40.5,13.6,4746.0,4.605,0.696,289.76312,39.245178,15.863
K06112.01,FALSE POSITIVE,2.243015737,133.450825,0.661,4.31675,277950.0,92.34,1813.0,2547.31,5552.2,6181.0,4.084,1.444,296.64883,39.318588,12.785
K06113.01,FALSE POSITIVE,4.694218481,133.780334,0.616,4.53365,175470.0,35.81,946.0,189.23,739.8,5512.0,4.575,0.787,285.58578,39.47913,15.584
K06204.01,FALSE POSITIVE,0.953734449,132.413233,1.262,1.7616,1240.4,47.65,2672.0,12038.6,120.5,7332.0,4.265,1.46,294.48807,46.002289,12.771
K06205.01,FALSE POSITIVE,2.073873563,132.59754,0.198,6.5605,603810.0,274.78,3150.0,23242.18,637.1,7803.0,3.688,3.373,297.11075,46.0896,14.701
K06206.01,FALSE POSITIVE,15.713787218,132.0981464,0.762,11.3122,60384.0,27.64,747.0,73.68,3602.0,5843.0,4.399,1.006,299.6091,46.11824,14.049
K06207.01,FALSE POSITIVE,7.964440392,136.194674,0.001,9.1701,68454.0,18.98,755.0,76.69,693.8,5250.0,4.548,0.736,285.88449,46.289829,14.641
K07866.01,FALSE POSITIVE,0.518071538,131.92715,1.264,1.7865,2195.5,42.1,2536.0,9823.05,152.1,5876.0,4.273,1.209,296.18518,43.978649,14.013
K06208.01,FALSE POSITIVE,2.151214629,131.74391,0.235,2.226,332.6,14.54,3287.0,27604.18,28.5,4748.0,2.635,8.179,288.01651,46.206921,11.576
K06008.01,FALSE POSITIVE,12.426469,141.4649,0.978,25.71,180.5,1.66,729.0,66.74,24.2,5691.0,4.544,0.887,297.55954,40.639469,15.178
K06009.01,FALSE POSITIVE,12.4262889,141.4617,0.879,18.764,94.2,1.23,864.0,131.83,20.5,6246.0,4.433,1.092,297.58768,40.632092,14.285
K06010.01,FALSE POSITIVE,12.424747,141.6151,0.976,25.24,139.0,1.35,691.0,53.94,30.7,5514.0,4.569,0.826,297.59531,40.660728,14.418
K06011.01,FALSE POSITIVE,12.4255705,141.5298,0.984,28.88,139.4,1.37,721.0,63.95,21.1,5742.0,4.564,0.827,297.74551,40.67429,14.961
K06012.01,FALSE POSITIVE,12.426173,141.5013,0.997,30.64,115.1,2.67,1006.0,242.41,36.9,6367.0,4.181,1.357,297.74567,40.652519,13.605
K06013.01,FALSE POSITIVE,12.4244306,141.647,0.98,26.15,214.1,1.59,714.0,61.31,15.5,5761.0,4.581,0.791,297.63263,40.709129,15.899
K06014.01,FALSE POSITIVE,6.71738328,137.2100078,0.159,3.60057,164980.0,37.65,883.0,143.87,1208.2,5301.0,4.416,0.936,283.43982,40.83622,12.778
K06114.01,FALSE POSITIVE,24.955998503,149.094437,0.996,2.76331,4856.1,36.91,1438.0,1011.42,555.6,8617.0,3.78,3.018,290.02435,39.563389,11.458
K06116.01,FALSE POSITIVE,4.426942241,133.564383,0.951,1.6116,2896.6,5.43,958.0,199.4,68.9,5511.0,4.569,0.746,287.13815,39.673592,15.469
K06119.01,FALSE POSITIVE,3.454241684,131.711253,0.505,4.69505,88195.0,75.11,2010.0,3867.02,6581.3,6562.0,3.822,2.433,289.96436,39.811352,13.198
K06211.01,FALSE POSITIVE,1.457256942,131.60891,0.549,6.51381,364900.0,98.16,2112.0,4686.52,2443.8,6630.0,4.235,1.416,290.47803,46.537949,14.713
K06212.01,FALSE POSITIVE,10.818248422,137.17026,0.813,18.2848,13696.0,11.71,830.0,112.55,581.0,5955.0,4.446,0.894,293.45514,46.521751,13.392
K06213.01,FALSE POSITIVE,2.559236603,132.263863,1.251,1.6706,11273.0,37.66,1296.0,665.95,45.7,5955.0,4.534,0.883,295.07114,46.68782,14.752
K06214.01,FALSE POSITIVE,281.35877,390.582,0.0371,7.74,278.5,4.22,446.0,9.34,6.2,6049.0,3.728,2.522,299.87131,46.822491,13.654
K06215.01,FALSE POSITIVE,462.12345,408.2031,0.2396,8.46,699.0,1.9,169.0,0.19,6.9,4547.0,4.559,0.747,298.90012,47.146481,15.165
K03741.03,CONFIRMED,5.1117547,133.76122,0.962,3.281,267.8,2.81,1351.0,788.0,12.1,6432.0,4.207,1.345,300.33237,44.986141,13.306
K04260.02,FALSE POSITIVE,101.889228,213.9353,0.0237,2.71,80.9,1.43,487.0,13.26,8.5,5802.0,4.073,1.59,286.39584,43.075821,11.443
K04777.02,FALSE POSITIVE,48.5023669,168.2091,30.612,1.053,740.0,906.03,192.0,0.32,5.5,3396.0,4.991,0.28,287.26215,42.03231,15.896
K04781.02,FALSE POSITIVE,524.14139,344.9169,0.1508,11.603,403.7,1.88,237.0,0.74,9.2,6225.0,4.481,0.931,288.97574,41.279121,14.892
K06015.01,FALSE POSITIVE,41.86539723,161.17679,1.286,6.663,4309.3,31.14,500.0,14.79,103.4,6063.0,4.584,0.788,297.76053,40.829948,14.528
K06016.01,FALSE POSITIVE,4.553370029,135.433898,0.951,3.2209,23692.0,25.84,1264.0,603.58,570.6,6306.0,4.346,1.109,293.2944,41.035351,11.471
K06017.01,FALSE POSITIVE,5.262652179,135.6269856,0.96,2.85554,22651.0,35.99,1499.0,1191.71,2246.9,7049.0,4.212,1.549,292.1745,41.290661,13.537
K06018.01,FALSE POSITIVE,16.621853404,133.5526451,0.58,3.91517,55297.0,22.32,719.0,63.3,1872.6,5949.0,4.451,0.907,297.00006,41.290031,15.229
