KOI_Name,Exoplanet_Archive_Disposition,Orbital_Period_[days],Transit_Epoch_[BKJD],Impact_Parameter,Transit_Duration_[hrs],Transit_Depth_[ppm],Planetary_Radius_[Earth_radii],Equilibrium_Temperature_[K],Insolation_Flux_[Earth_flux],Transit_Signal-to-Noise,Stellar_Effective_Temperature_[K],Stellar_Surface_Gravity_[log10(cm/s**2)],Stellar_Radius_[Solar_radii],RA_[decimal_degrees],Dec_[decimal_degrees],Kepler-band_[mag]
K00862.01,FALSE POSITIVE,5.851520671,173.8228336,0.211,3.11058,33004.0,14.62,901.0,155.89,1630.4,5532.0,4.53,0.806,284.08731,42.233231,15.33
K00863.01,CONFIRMED,3.167893418,172.147959,0.026,2.1814,781.2,2.62,1221.0,526.23,64.8,5895.0,4.503,0.94,293.81647,42.212502,15.533
K00864.01,CONFIRMED,4.311780262,173.576483,0.196,2.7251,1154.0,3.11,1038.0,274.84,86.1,5527.0,4.484,0.927,287.24268,42.301369,15.604
K00864.02,CONFIRMED,20.0504494,188.08821,0.383,4.556,840.9,2.69,622.0,35.44,37.8,5527.0,4.484,0.927,287.24268,42.301369,15.604
K00864.03,CONFIRMED,9.76734503,186.57718,0.9,1.6585,569.1,2.67,791.0,92.46,21.1,5527.0,4.484,0.927,287.24268,42.301369,15.604
K00119.02,CONFIRMED,190.3200468,312.68498,0.812,15.284,1141.7,7.78,426.0,7.8,139.3,5626.0,3.907,2.057,294.55917,46.062328,12.654
K00866.01,FALSE POSITIVE,2.861159894,171.648106,0.965,1.8832,1014.3,4.37,1355.0,797.1,58.3,6126.0,4.458,1.021,291.67172,42.343109,15.618
K00880.01,CONFIRMED,26.44439337,194.12074,0.03,3.9783,1843.5,3.91,562.0,23.54,88.0,5427.0,4.463,0.929,292.87338,42.966141,15.158
K00880.02,CONFIRMED,51.53997972,174.055011,0.183,6.3994,3644.3,5.51,450.0,9.67,155.5,5427.0,4.463,0.929,292.87338,42.966141,15.158
K00880.03,CONFIRMED,5.902245782,136.78393,0.209,2.9003,702.3,2.43,926.0,173.74,59.3,5427.0,4.463,0.929,292.87338,42.966141,15.158
K00880.04,CONFIRMED,2.382951591,135.080841,0.479,1.8876,391.6,1.86,1253.0,583.01,41.4,5427.0,4.463,0.929,292.87338,42.966141,15.158
K00881.01,CONFIRMED,21.02250608,207.67593,0.036,4.1072,1772.5,3.07,521.0,17.48,62.4,5067.0,4.585,0.75,294.90973,42.935261,15.859
K00869.04,CONFIRMED,3.219814777,133.00406,0.06,2.0642,488.2,1.69,998.0,234.93,30.5,5103.0,4.562,0.787,291.63898,42.436321,15.599
K00870.01,CONFIRMED,5.912273234,172.184012,0.17,2.3254,961.4,1.73,585.0,27.72,62.8,4072.0,4.696,0.57,292.13702,42.42942,15.036
K00870.02,CONFIRMED,8.98581901,175.68418,0.008,2.8606,881.3,1.65,509.0,15.9,51.8,4072.0,4.696,0.57,292.13702,42.42942,15.036
K00120.01,FALSE POSITIVE,20.5452375,137.91394,0.95,2.517,218.5,2.41,742.0,71.57,18.5,5670.0,4.206,1.264,294.40192,50.172089,12.003
K00872.01,CONFIRMED,33.60123371,186.680343,0.67,4.4056,7425.9,8.46,495.0,14.22,247.9,5149.0,4.447,0.93,289.26874,42.604172,15.262
K00872.02,CONFIRMED,6.76652928,138.0637,0.429,2.9004,450.7,1.97,845.0,120.48,29.2,5149.0,4.447,0.93,289.26874,42.604172,15.262
K00873.01,CONFIRMED,4.347288783,172.23343,0.025,2.1024,451.6,2.36,1174.0,449.79,39.7,5754.0,4.345,1.122,291.96417,42.69614,15.024
K00874.01,CONFIRMED,4.601811819,169.98108,0.567,2.2607,755.9,2.35,896.0,152.91,60.8,4986.0,4.496,0.833,296.48343,42.663429,15.024
K00874.02,CONFIRMED,11.18719905,137.17814,0.387,3.252,353.6,1.55,667.0,46.65,21.9,4986.0,4.496,0.833,296.48343,42.663429,15.024
K00875.01,CONFIRMED,4.220965778,170.622433,0.705,3.0854,2260.0,2.62,595.0,29.68,157.8,3837.0,4.747,0.517,296.69394,42.62611,15.692
K00876.01,FALSE POSITIVE,6.998099523,171.898913,7.361,2.0488,20285.0,588.66,853.0,125.22,192.3,5612.0,4.566,0.829,287.88412,42.832439,15.877
K00877.01,CONFIRMED,5.95489993,170.955871,0.327,2.3892,1410.7,2.33,635.0,38.52,87.2,4261.0,4.641,0.633,293.63696,42.82497,15.019
K00877.02,CONFIRMED,12.03987488,181.22536,0.286,2.7363,1250.6,2.18,502.0,15.06,57.6,4261.0,4.641,0.633,293.63696,42.82497,15.019
K00877.03,CONFIRMED,20.83762895,132.08488,0.706,2.3734,439.0,1.42,418.0,7.24,14.9,4261.0,4.641,0.633,293.63696,42.82497,15.019
K00121.01,FALSE POSITIVE,8.8111022,136.4568,1.223,5.0683,401.1,63.66,1399.0,904.92,76.8,6200.0,3.8,2.404,294.46088,38.383461,12.759
K00878.01,CONFIRMED,23.58917143,173.81994,0.926,5.073,1200.7,3.16,487.0,13.34,53.3,4919.0,4.566,0.721,297.46002,42.83992,15.316
K00123.01,CONFIRMED,6.481633073,122.977657,0.833,3.784,298.5,2.54,1145.0,406.25,125.6,5945.0,4.213,1.302,290.39273,40.28487,12.365
K00892.01,CONFIRMED,10.37168928,172.61729,0.537,3.035,1254.9,3.2,720.0,63.68,64.5,5121.0,4.457,0.888,290.39322,43.363899,15.193
K00892.02,CONFIRMED,3.96996298,137.75447,0.836,1.1757,299.2,1.78,992.0,229.37,15.0,5121.0,4.457,0.888,290.39322,43.363899,15.193
K00893.01,CONFIRMED,4.40841331,172.18582,0.899,5.012,549.4,2.66,1139.0,398.0,45.1,6007.0,4.457,0.961,292.96555,43.34639,15.662
K00894.01,FALSE POSITIVE,7.9426176,174.52563,0.942,6.703,1590.7,4.68,878.0,140.57,60.4,5811.0,4.521,0.926,299.00143,43.399632,15.26
K00881.02,CONFIRMED,226.8904775,207.35971,0.731,7.558,3136.4,4.53,236.0,0.73,46.8,5067.0,4.585,0.75,294.90973,42.935261,15.859
K00882.01,FALSE POSITIVE,1.956811408,170.694208,1.091,2.1958,24905.0,21.58,1109.0,357.16,125.4,5209.0,4.657,0.603,295.83536,42.943062,15.533
K00884.01,CONFIRMED,9.439459486,177.186096,0.049,2.8979,3036.1,4.16,686.0,52.32,175.2,5097.0,4.597,0.779,288.64252,43.039291,15.067
K00122.01,CONFIRMED,11.523067458,131.969055,0.0,3.8757,507.3,3.13,927.0,174.81,142.0,5644.0,4.162,1.411,284.48245,44.398041,12.346
K00884.02,CONFIRMED,20.47748843,178.66786,0.497,2.8364,1382.4,2.92,530.0,18.65,52.7,5097.0,4.597,0.779,288.64252,43.039291,15.067
K00884.03,CONFIRMED,3.336123113,135.31623,0.252,1.9616,516.3,1.74,970.0,209.79,41.6,5097.0,4.597,0.779,288.64252,43.039291,15.067
K00886.01,CONFIRMED,8.01078456,170.20739,0.192,2.312,1333.6,1.72,453.0,9.9,48.5,3713.0,4.779,0.47,294.77393,43.056301,15.847
K00886.02,CONFIRMED,12.07134205,143.45948,0.014,4.3224,759.2,1.29,395.0,5.74,31.0,3713.0,4.779,0.47,294.77393,43.056301,15.847
K00886.03,CONFIRMED,20.99587872,152.31554,0.228,2.6333,767.3,1.3,328.0,2.74,18.2,3713.0,4.779,0.47,294.77393,43.056301,15.847
K00887.01,CONFIRMED,7.41113177,175.34754,0.712,2.5242,620.5,2.45,905.0,158.11,50.4,5849.0,4.517,0.919,295.65149,43.029831,15.031
K00888.01,FALSE POSITIVE,1.000747038,169.974229,0.908,0.9967,1823.5,4.14,1620.0,1635.2,147.4,5472.0,4.499,0.79,297.97513,43.164909,15.419
K00889.01,CONFIRMED,8.884922995,169.991686,0.069,2.07004,16053.0,10.51,770.0,83.21,388.2,5332.0,4.5,0.843,291.1376,36.577381,15.264
K00890.01,CONFIRMED,8.09888906,176.623731,0.018,4.20241,6911.1,8.95,986.0,223.19,435.9,6214.0,4.442,1.076,282.69952,43.272739,15.261
K00891.01,CONFIRMED,10.00653012,176.96898,0.862,5.344,936.1,3.52,876.0,139.21,71.9,6063.0,4.47,1.001,283.63077,43.379398,15.063
K00012.01,CONFIRMED,17.855221681,146.596466,0.075,7.41287,9065.2,13.16,911.0,163.04,915.7,6823.0,4.308,1.367,297.45374,41.01099,11.353
K00903.01,CONFIRMED,5.007316661,173.433997,0.344,4.2362,6932.3,6.96,998.0,234.28,431.4,5865.0,4.563,0.827,295.53613,43.884449,15.813
K00904.01,CONFIRMED,2.211116989,170.150139,0.69,1.6485,724.2,1.85,931.0,177.19,42.6,4500.0,4.656,0.646,285.16833,44.026459,15.791
K00904.02,CONFIRMED,27.9541337,178.73791,0.063,3.95,942.5,1.9,400.0,6.04,25.4,4500.0,4.656,0.646,285.16833,44.026459,15.791
K00124.01,CONFIRMED,12.69104387,137.12594,0.008,3.7727,252.1,2.57,1008.0,244.3,60.2,5869.0,4.024,1.626,292.92914,48.60281,12.935
K00895.01,FALSE POSITIVE,4.409409243,171.89433,0.028,3.8636,12861.0,10.95,1101.0,347.06,85.8,5600.0,4.368,0.975,296.41019,43.455391,15.403
K00896.01,CONFIRMED,16.23947096,175.569907,0.043,4.0374,2590.7,4.14,598.0,30.14,123.8,5191.0,4.564,0.837,293.0614,43.58136,15.258
K00896.02,CONFIRMED,6.308201629,174.047661,0.03,2.9785,1328.5,2.96,819.0,106.44,86.2,5191.0,4.564,0.837,293.0614,43.58136,15.258
K00897.01,CONFIRMED,2.052349884,169.890622,0.437,2.0778,14281.0,13.12,1497.0,1183.18,1072.1,5855.0,4.393,1.08,299.56189,43.503559,15.257
K00898.01,CONFIRMED,9.7704486,175.71372,0.09,2.4517,1897.8,2.23,460.0,10.59,58.0,3906.0,4.73,0.509,282.23251,43.66563,15.777
K00898.02,CONFIRMED,5.169804269,172.63153,0.351,2.153,1037.4,1.66,569.0,24.75,41.4,3906.0,4.73,0.509,282.23251,43.66563,15.777
K00123.02,CONFIRMED,21.22261195,137.57403,0.02,6.5093,366.0,2.48,771.0,83.56,114.9,5945.0,4.213,1.302,290.39273,40.28487,12.365
K00898.03,CONFIRMED,20.09017037,147.97788,0.886,4.154,1432.1,2.25,362.0,4.05,36.9,3906.0,4.73,0.509,282.23251,43.66563,15.777
K00899.01,CONFIRMED,7.11373257,174.32351,0.334,2.1764,807.6,1.16,429.0,8.01,44.4,3561.0,4.855,0.411,296.98505,43.65852,15.234
K00899.02,CONFIRMED,3.306551643,134.37211,0.001,1.8177,509.2,0.91,554.0,22.19,37.8,3561.0,4.855,0.411,296.98505,43.65852,15.234
K00899.03,CONFIRMED,15.36845737,147.38965,0.115,2.4714,756.1,1.11,332.0,2.86,30.9,3561.0,4.855,0.411,296.98505,43.65852,15.234
K00900.01,CONFIRMED,13.81020318,172.33533,0.791,3.048,1309.7,4.56,833.0,113.75,46.2,5942.0,4.327,1.142,281.96063,43.70311,15.425
K00911.01,CONFIRMED,4.093578461,171.00954,0.93,2.5833,538.6,2.85,1182.0,461.07,36.4,6077.0,4.471,0.999,290.26328,44.55645,15.399
K00911.02,CONFIRMED,105.145959,178.367,0.964,8.593,685.4,3.43,401.0,6.09,15.4,6077.0,4.471,0.999,290.26328,44.55645,15.399
K00912.01,CONFIRMED,10.8484518,171.80584,0.21,2.9993,1675.6,2.34,499.0,14.66,64.5,4201.0,4.682,0.591,295.57935,44.545959,15.058
K00912.02,CONFIRMED,6.66833241,137.43988,0.644,1.915,362.3,1.18,587.0,28.06,14.2,4201.0,4.682,0.591,295.57935,44.545959,15.058
K00913.01,CONFIRMED,4.082274889,169.6375652,0.093,3.23015,17859.0,10.55,1016.0,251.48,1669.1,5655.0,4.581,0.794,284.83047,44.658138,15.198
K00904.03,CONFIRMED,42.1406089,139.0604,0.045,5.083,895.5,1.85,349.0,3.49,21.6,4500.0,4.656,0.646,285.16833,44.026459,15.791
K00904.04,CONFIRMED,4.617490562,135.04909,0.649,2.2618,575.8,1.62,728.0,66.47,28.1,4500.0,4.656,0.646,285.16833,44.026459,15.791
K00904.05,CONFIRMED,10.19849255,137.92067,0.714,2.4283,634.1,1.75,559.0,23.11,21.4,4500.0,4.656,0.646,285.16833,44.026459,15.791
K00905.01,FALSE POSITIVE,5.795063956,172.697467,0.949,3.2496,1692.9,4.33,950.0,192.74,119.4,5865.0,4.563,0.827,296.50754,44.036072,15.289
K00906.01,CONFIRMED,7.15681552,174.13511,0.45,2.5882,867.0,2.47,782.0,88.23,47.7,5029.0,4.494,0.838,289.59476,44.141949,15.46
K00906.02,CONFIRMED,17.64830851,133.54533,0.653,2.0873,763.3,2.43,579.0,26.49,23.8,5029.0,4.494,0.838,289.59476,44.141949,15.46
K00906.03,CONFIRMED,4.14810719,133.3881,0.093,2.535,175.2,1.08,938.0,182.76,12.9,5029.0,4.494,0.838,289.59476,44.141949,15.46
K00907.01,CONFIRMED,16.51410989,176.11686,0.395,4.1575,973.5,2.72,655.0,43.57,55.9,5527.0,4.488,0.866,296.56622,44.105862,15.223
K00907.02,CONFIRMED,30.1329298,190.38336,0.839,5.172,1015.8,3.14,536.0,19.55,44.8,5527.0,4.488,0.866,296.56622,44.105862,15.223
K00907.03,CONFIRMED,4.79090809,136.31106,0.11,2.603,251.3,1.36,990.0,227.24,21.2,5527.0,4.488,0.866,296.56622,44.105862,15.223
K00124.02,CONFIRMED,31.71981013,142.82083,0.125,4.819,363.4,3.09,743.0,71.97,63.1,5869.0,4.024,1.626,292.92914,48.60281,12.935
K00907.04,CONFIRMED,99.6415962,198.68664,0.028,4.448,952.5,2.64,360.0,3.97,22.7,5527.0,4.488,0.866,296.56622,44.105862,15.223
K00908.01,CONFIRMED,4.708326451,171.446507,0.061,3.16114,7912.7,10.6,1162.0,431.02,633.4,5560.0,4.246,1.21,298.63565,44.17094,15.113
K00909.01,FALSE POSITIVE,16.37198661,172.75926,9.303,3.8449,4147.6,540.37,438.0,8.71,54.5,4187.0,4.656,0.592,298.67862,44.175499,15.654
K00910.01,CONFIRMED,5.392026903,171.72707,0.314,2.9804,1151.4,2.68,850.0,123.33,77.4,5198.0,4.589,0.801,284.43051,44.48053,15.651
K00929.01,CONFIRMED,6.491682808,174.633553,0.535,4.301,7163.3,9.66,1062.0,301.54,502.3,6123.0,4.413,1.107,285.55481,45.578861,15.649
K00930.01,FALSE POSITIVE,3.044770796,172.01916,1.252,10.0134,1695.0,24.54,1076.0,317.36,203.5,5525.0,4.603,0.753,293.68494,45.51683,15.621
K00931.01,CONFIRMED,3.855603916,170.6787843,0.348,3.2179,16653.0,13.61,1212.0,508.65,1173.9,6033.0,4.46,1.046,296.39316,45.568562,15.272
K00932.01,FALSE POSITIVE,3.855599139,170.67957,0.864,3.183,1030.9,3.57,1158.0,425.74,90.1,5936.0,4.501,0.965,296.39542,45.56992,15.054
K00125.01,CONFIRMED,38.47876629,151.852812,0.003,5.04169,23530.0,13.26,484.0,13.01,1077.8,5510.0,4.539,0.879,288.90222,49.370491,13.779
K00915.01,FALSE POSITIVE,37.601661282,194.713383,0.408,8.30604,59130.0,27.22,606.0,31.86,1667.3,6140.0,4.354,1.096,282.30603,44.714661,15.505
K00916.01,CONFIRMED,3.314947362,171.313058,0.799,1.8007,1398.2,3.94,1155.0,421.03,123.5,5609.0,4.481,0.944,293.45483,44.792789,15.142
K00917.01,FALSE POSITIVE,6.71969089,173.35776,0.985,3.0231,969.7,4.37,952.0,194.18,45.4,5931.0,4.479,0.866,301.04956,44.706299,15.172
K00918.01,CONFIRMED,39.6431552,206.596798,0.062,6.5292,15664.0,10.98,472.0,11.74,690.3,5231.0,4.455,0.9,283.97751,44.811562,15.011
K00919.01,FALSE POSITIVE,51.42598578,173.535933,0.203,16.9422,66068.0,29.66,549.0,21.4,1843.8,6257.0,4.41,1.147,290.63898,44.806789,15.631
K00920.01,CONFIRMED,21.80451611,190.49737,0.751,3.4097,1144.9,2.6,543.0,20.48,49.9,5481.0,4.629,0.708,291.71732,44.88731,15.067
K00921.01,CONFIRMED,10.28194593,175.33988,0.168,3.4366,1110.7,2.53,680.0,50.6,55.0,5196.0,4.593,0.775,291.84198,44.858089,15.532
K00921.02,CONFIRMED,18.11993039,182.61535,0.206,4.2309,1506.9,2.95,563.0,23.77,60.7,5196.0,4.593,0.775,291.84198,44.858089,15.532
K00921.03,CONFIRMED,3.78402867,133.28133,0.691,1.9012,426.1,1.7,949.0,191.78,25.6,5196.0,4.593,0.775,291.84198,44.858089,15.532
K00922.01,CONFIRMED,5.15448142,171.6389,0.933,3.228,697.5,2.94,964.0,204.1,48.1,5431.0,4.457,0.884,294.84689,45.034409,15.365
K00126.01,FALSE POSITIVE,33.80364366,202.259731,0.023,11.4813,13494.0,20.7,745.0,72.71,529.9,5855.0,3.999,1.796,297.47586,41.114288,13.109
K00923.01,CONFIRMED,5.743469797,174.898924,0.001,3.4412,1240.2,3.13,982.0,219.95,79.7,5897.0,4.531,0.891,291.09235,45.115528,15.543
K00925.01,FALSE POSITIVE,19.974485239,171.6300909,0.886,4.23479,40293.0,26.56,700.0,56.84,1398.8,6108.0,4.471,0.997,289.72748,45.367661,15.217
K00926.01,CONFIRMED,3.166353562,170.966145,0.032,3.3129,1473.4,3.82,1273.0,621.92,128.3,6007.0,4.47,0.998,286.36011,45.414291,15.603
K00927.01,FALSE POSITIVE,23.899634407,188.982797,1.245,3.81881,20953.0,44.04,652.0,42.8,547.8,6192.0,4.503,0.924,294.71768,45.48576,15.453
K00939.01,CONFIRMED,3.388012244,170.5336,0.433,2.6849,280.1,2.11,1315.0,705.93,30.6,5553.0,4.221,1.25,292.58044,46.097389,15.065
K00939.02,CONFIRMED,5.83909761,132.09261,0.341,3.1915,273.6,2.06,1097.0,341.48,25.2,5553.0,4.221,1.25,292.58044,46.097389,15.065
K00939.03,CONFIRMED,1.620467654,132.06388,0.271,2.1888,159.6,1.57,1681.0,1893.42,22.7,5553.0,4.221,1.25,292.58044,46.097389,15.065
K00939.04,CONFIRMED,10.6816951,131.55082,0.646,3.605,307.8,2.3,897.0,152.75,21.9,5553.0,4.221,1.25,292.58044,46.097389,15.065
K00940.01,CONFIRMED,6.104849417,169.573477,0.041,4.6912,2090.3,3.18,784.0,89.25,293.7,5085.0,4.584,0.712,297.04562,46.027359,15.017
K00127.01,CONFIRMED,3.578780566,134.0304187,0.079,2.91089,11382.0,10.43,1145.0,406.6,1838.4,5524.0,4.421,0.994,289.60797,44.345421,13.938
K00933.01,FALSE POSITIVE,3.187067566,171.64976,1.234,3.119,1037.4,23.88,1079.0,319.76,37.2,5450.0,4.552,0.811,297.78848,45.565418,15.653
K00934.01,CONFIRMED,5.826657508,173.011411,0.033,2.9183,1539.1,4.09,1013.0,248.57,81.1,5561.0,4.362,1.06,288.1647,45.816509,15.843
K00934.02,CONFIRMED,12.41216347,142.54039,0.021,3.739,611.3,2.58,787.0,90.65,25.6,5561.0,4.362,1.06,288.1647,45.816509,15.843
K00934.03,CONFIRMED,18.74649011,147.13074,0.508,3.895,796.8,3.05,686.0,52.38,26.7,5561.0,4.362,1.06,288.1647,45.816509,15.843
K00935.01,CONFIRMED,20.86021229,180.017757,0.066,5.1937,1910.5,5.5,781.0,87.76,117.0,6035.0,4.22,1.257,294.02301,45.853081,15.237
K00935.02,CONFIRMED,42.63427848,141.16954,0.142,6.1998,1719.3,5.22,615.0,33.82,78.7,6035.0,4.22,1.257,294.02301,45.853081,15.237
K00935.03,CONFIRMED,87.6476068,134.94222,0.147,8.871,1009.6,4.0,484.0,12.94,37.5,6035.0,4.22,1.257,294.02301,45.853081,15.237
K00936.01,CONFIRMED,9.467821474,178.415842,0.081,2.4327,2237.0,2.13,407.0,6.47,124.7,3582.0,4.807,0.458,283.73203,45.958771,15.073
K00936.02,CONFIRMED,0.893040969,134.540342,0.009,1.0981,741.7,1.24,893.0,151.14,87.8,3582.0,4.807,0.458,283.73203,45.958771,15.073
K00128.01,CONFIRMED,4.942783419,136.3294353,0.566,3.25346,11145.0,10.62,1008.0,244.42,2040.7,5514.0,4.459,0.978,296.20059,49.140121,13.758
K00937.01,CONFIRMED,20.83426731,176.58569,0.256,4.0454,988.4,2.74,595.0,29.62,45.1,5537.0,4.549,0.88,293.01828,45.914688,15.412
K00938.01,CONFIRMED,9.94602357,171.70192,0.035,3.3862,994.5,3.12,807.0,100.34,51.0,5344.0,4.365,1.013,296.06424,45.976841,15.596
K00938.02,CONFIRMED,1.04562195,133.91912,0.037,1.8955,213.0,1.45,1710.0,2031.84,25.3,5344.0,4.365,1.013,296.06424,45.976841,15.596
K00938.03,CONFIRMED,5.71462396,132.63866,0.503,2.336,297.8,1.78,971.0,210.16,16.7,5344.0,4.365,1.013,296.06424,45.976841,15.596
K00145.01,FALSE POSITIVE,102.9641952,158.07473,0.922,15.735,1896.7,39.0,797.0,95.4,86.1,5047.0,3.066,7.119,296.81772,46.781509,13.608
K01102.02,CONFIRMED,8.14515981,140.56811,0.965,5.073,446.8,3.43,1050.0,287.91,32.2,5896.0,4.197,1.24,290.41327,38.34375,14.925
K01102.03,CONFIRMED,18.9985279,144.74157,1.3,4.529,430.7,43.17,792.0,93.03,16.9,5896.0,4.197,1.24,290.41327,38.34375,14.925
K01102.04,CONFIRMED,4.24439049,137.06643,0.949,3.282,174.0,2.07,1305.0,686.99,15.1,5896.0,4.197,1.24,290.41327,38.34375,14.925
K00150.02,CONFIRMED,28.5742692,143.8315,0.068,4.9427,824.9,2.32,538.0,19.83,97.1,5551.0,4.508,0.812,296.98102,43.209751,13.771
K01170.01,CONFIRMED,7.34373964,137.29874,0.185,1.1784,574.4,1.84,839.0,117.5,32.2,5757.0,4.597,0.762,296.23215,47.678959,14.657
K01171.01,FALSE POSITIVE,0.445277068,133.52312,1.2962,3.539,186.7,35.74,2562.0,10177.11,28.9,6167.0,4.444,1.064,297.10349,47.64357,15.343
K00966.01,FALSE POSITIVE,0.379463865,170.2480164,1.246,0.86896,1973.3,59.56,3000.0,19256.81,458.6,5075.0,3.892,1.783,290.91119,38.335579,13.787
K00967.01,FALSE POSITIVE,9.88047978,173.608672,1.02,2.78458,18541.0,23.6,860.0,129.45,534.5,6113.0,4.512,0.917,281.66916,42.038639,15.212
K00968.01,FALSE POSITIVE,4.6484156,261.09395,0.968,38.1939,128.4,5.06,2259.0,6152.88,91.7,6980.0,3.577,3.482,295.26682,38.61124,10.963
K00969.01,FALSE POSITIVE,17.512014768,174.282592,0.994,1.8248,4511.7,13.66,804.0,98.77,322.3,6224.0,4.33,1.132,287.61633,39.127239,12.336
K01044.01,FALSE POSITIVE,0.525154153,133.744359,1.226,2.1441,747.5,23.61,2073.0,4391.51,116.1,5582.0,4.497,0.846,295.09866,41.007038,15.058
K01045.01,FALSE POSITIVE,1.303861044,134.212059,1.258,4.0541,598.2,27.85,1610.0,1595.19,140.6,5758.0,4.475,0.902,298.13589,41.332062,13.555
K01047.01,FALSE POSITIVE,2.55549176,134.50078,1.228,9.083,113.8,23.35,1312.0,701.68,24.3,5948.0,4.508,0.901,298.77325,41.214729,14.554
K00014.01,FALSE POSITIVE,2.947376671,171.522978,2.641,2.0911,433.2,403.59,2404.0,7903.84,62.3,8090.0,4.002,2.234,292.61194,43.305141,10.47
K00139.01,CONFIRMED,224.7789355,142.095338,0.652,11.1899,3487.5,7.67,333.0,2.92,235.7,5873.0,4.293,1.235,291.65317,44.688271,13.492
K01104.01,FALSE POSITIVE,0.890110752,133.2647,0.216,0.8774,321.5,1.25,1372.0,838.42,19.6,4768.0,4.628,0.711,291.17068,38.008591,15.723
K01105.01,FALSE POSITIVE,5.76573396,133.30941,0.708,2.924,248.0,7.47,1964.0,3518.78,22.2,5772.0,3.364,4.434,294.52557,38.204632,14.313
K01106.01,CONFIRMED,7.42608123,139.90039,0.097,3.6379,443.3,2.47,1037.0,273.78,37.5,6049.0,4.353,1.176,292.7131,38.358212,14.818
K01106.02,CONFIRMED,15.9868932,137.5964,0.533,4.158,178.5,1.62,803.0,98.51,10.9,6049.0,4.353,1.176,292.7131,38.358212,14.818
K01107.01,FALSE POSITIVE,0.73094589,133.68876,1.169,4.32,250.2,17.12,1922.0,3248.17,37.5,5901.0,4.553,0.848,289.7962,38.351181,15.401
K01108.01,CONFIRMED,18.92537246,149.49558,0.806,3.9835,640.9,13.92,1171.0,443.58,41.0,4941.0,3.317,4.885,286.49042,38.374908,14.604
K01172.01,FALSE POSITIVE,0.933749106,134.31831,0.736,4.256,186.2,3.22,2863.0,15822.49,136.3,6215.0,3.849,2.188,292.77588,47.461689,13.079
K01173.01,FALSE POSITIVE,2.037440623,133.59962,0.715,3.442,118.6,1.19,1572.0,1448.05,27.0,6253.0,4.415,1.015,295.79526,47.66396,14.187
K01175.01,CONFIRMED,31.5925809,142.9649,0.283,13.566,145.1,1.78,688.0,53.09,25.5,5676.0,4.1,1.487,295.92065,47.448608,13.29
K01176.01,CONFIRMED,1.97376085,178.6894194,0.337,1.82542,30222.0,8.78,753.0,76.1,1252.5,3807.0,4.762,0.503,292.0683,38.84227,15.715
K00133.01,FALSE POSITIVE,4.618767792,133.386535,0.766,5.9957,4399.1,7.48,1170.0,442.78,270.1,6013.0,4.381,1.033,297.31006,49.703041,13.652
K00975.01,CONFIRMED,2.785821236,260.83731,0.893,3.5599,68.9,1.69,1784.0,2388.98,53.6,6202.0,4.026,1.733,287.36182,38.714016,8.224
K00976.01,FALSE POSITIVE,52.56901867,184.971267,1.197,6.7507,26900.0,78.54,737.0,69.62,184.3,7240.0,4.178,1.717,290.94437,38.538868,9.729
K01048.01,FALSE POSITIVE,3.411758679,133.18086,1.213,3.158,570.6,14.71,684.0,51.85,35.6,3995.0,4.71,0.561,298.9917,41.074989,15.258
K01049.01,FALSE POSITIVE,0.525426427,133.187901,0.113,1.0801,324.6,1.45,2069.0,4349.62,63.6,5791.0,4.575,0.802,291.82181,41.11269,14.797
K01050.01,CONFIRMED,1.269091415,133.343682,0.412,1.4647,340.9,1.41,1331.0,740.47,73.5,5041.0,4.576,0.766,296.86099,41.09734,13.999
K01050.02,CONFIRMED,2.853133997,133.79678,0.698,1.465,277.1,1.36,1016.0,251.77,39.7,5041.0,4.576,0.766,296.86099,41.09734,13.999
K01051.01,CONFIRMED,6.79685353,138.11324,0.62,3.1702,393.1,2.01,985.0,222.91,29.8,6061.0,4.486,0.97,294.16321,41.451801,15.391
K00146.01,FALSE POSITIVE,8.667822346,137.341841,1.276,4.9658,2121.9,67.37,1303.0,681.39,187.6,6266.0,3.923,1.889,299.39972,45.316051,13.03
K01108.02,CONFIRMED,1.475323222,131.83272,0.136,2.3155,154.9,5.88,2740.0,13331.51,27.2,4941.0,3.317,4.885,286.49042,38.374908,14.604
K01108.03,CONFIRMED,4.15246118,134.57991,0.639,2.5755,223.4,7.62,1941.0,3354.56,24.5,4941.0,3.317,4.885,286.49042,38.374908,14.604
K01110.01,CONFIRMED,8.7348852,135.0818,0.314,4.49,270.7,1.59,890.0,148.62,24.8,5982.0,4.493,0.96,287.44409,38.088428,14.794
K01111.01,FALSE POSITIVE,10.26547688,136.49663,0.69,3.733,399.6,1.81,770.0,83.13,20.1,5699.0,4.553,0.853,292.27905,38.284531,15.212
K01177.01,FALSE POSITIVE,3.305577989,180.68154,1.145,2.5903,17971.0,25.89,1027.0,263.55,39.6,5534.0,4.629,0.707,292.07849,38.631481,15.537
K01178.01,FALSE POSITIVE,4.800653901,134.365782,0.785,9.0419,15304.0,16.91,1347.0,778.45,298.0,6715.0,4.347,1.241,296.13391,38.999008,13.32
K01179.01,FALSE POSITIVE,15.06649901,140.654788,1.018,5.9885,36348.0,56.44,932.0,177.96,154.6,5751.0,4.028,1.626,293.92599,38.73798,13.855
